filename,reference,whisper_hypothesis,wer
common_voice_ar_24060039.mp3,لديك حياه واحده فقط فلتعشها بسعاده و نجاح,لديك حيا,0.8750
common_voice_ar_24060040.mp3,انت حقا لا تريد ان تعرف,انتحقا لا,0.8333
common_voice_ar_24060041.mp3,هل انت سعيده,هل ان,0.6667
common_voice_ar_24060042.mp3,فجر توم البالونه,فجرتهم البالو,1.0000
common_voice_ar_24060043.mp3,اصحاب الجنه يومءذ خير مستقرا واحسن مقيلا,ا,1.0000
common_voice_ar_24060049.mp3,ومزاجه من تسنيم,ومي,1.0000
common_voice_ar_24060050.mp3,الاذواق لا تناقش,الاذواء قوله,1.0000
common_voice_ar_24060054.mp3,ولقد اتينا بني اسراءيل الكتاب والحكم والنبوه ورزقناهم من الطيبات وفضلناهم علي العالمين,ول,1.0000
common_voice_ar_24060101.mp3,واتعاب الفكر في استنباطه قبل قاعدته ايذاء,ويت,1.0000
common_voice_ar_24060102.mp3,قل ما اسالكم عليه من اجر وما انا من المتكلفين,ق وما ا,0.9000
common_voice_ar_24060103.mp3,قال لا تثريب عليكم اليوم يغفر الله لكم وهو ارحم الراحمين,قال لا تث,0.8182
common_voice_ar_24060123.mp3,ولكانت تنتقل الي من بعده خرابا لا يجد فيها بلغه,ولكن التن,1.0000
common_voice_ar_24060124.mp3,ايحسب الانسان ان يترك سدي,اي حسب ل,1.0000
common_voice_ar_24060125.mp3,لقد جءناكم بالحق ولكن اكثركم للحق كارهون,لقد جات,0.8571
common_voice_ar_24060126.mp3,كل الناس طيبو القلب,كل الن,0.7500
common_voice_ar_24060127.mp3,جيم ليس محاميا بل هو طبيب,جيم ليسم,0.8333
common_voice_ar_25074662.mp3,ذلل وجودك لا تكن ذا عزه,ذا ال,0.8333
common_voice_ar_25074663.mp3,ظهور الامور خلاف البطون,ظهور الع,0.7500
common_voice_ar_25074664.mp3,وقريب المزار ناءي النوال,و ق,1.0000
common_voice_ar_25074665.mp3,توهمت قد سوفت بالغوث راجيا,توه,1.0000
common_voice_ar_25074666.mp3,نعم الاله بشكره تتقيد,نعم ال,0.7500
common_voice_ar_25074677.mp3,كنز الله في كنيزه نتنا,كنزوا,1.0000
common_voice_ar_25074678.mp3,يا خالد ابن ابيه,يا خالد بن,0.5000
common_voice_ar_25074679.mp3,لم تبن في الدنيا سماء مكارم,لم تبني,0.8333
common_voice_ar_25074680.mp3,رمضان يزعمه الغواه مبارك,رمضان يس,0.7500
common_voice_ar_25074681.mp3,فقدت بنو تقلا عزيزا قد مضي,فقدت بنه,0.8333
common_voice_ar_25074687.mp3,سماعا عباد الله اهل البصاءر,سمع علي,1.0000
common_voice_ar_25074690.mp3,دنف قضي عز الجمال بهونه,دانف الق,1.0000
common_voice_ar_25074691.mp3,اسرفن في هجري وفي تعذيبي,اسرفنا,1.0000
common_voice_ar_25074693.mp3,طرقتك زينب بعدما طال الكري,ت,1.0000
common_voice_ar_25074697.mp3,و قد تولي خلافه المسلمين بعد وفاه سيدنا ابو بكر الصديق,وقد تول,1.0000
common_voice_ar_25074698.mp3,يا بخيلا ليس يدري ما الكرم,يا بخي,0.8333
common_voice_ar_25074699.mp3,قال توم انه يمكنه ادراك الحفله,قالتهم ان,1.0000
common_voice_ar_25074700.mp3,اعجبت بي بين نادي قومها,اجبت في,1.0000
common_voice_ar_25074701.mp3,كانت تلهث,كان الت,1.0000
common_voice_ar_25074705.mp3,توم حاول عدم النظر الي ماريا,توم,0.8333
common_voice_ar_25074707.mp3,طيف الخيال حمدنا منك الماما,طي,1.0000
common_voice_ar_25074709.mp3,قالوا لمن زعم المشيب متمما,قال ل,1.0000
common_voice_ar_25074710.mp3,طلبت لديكم بالعتاب زياده,طلبتوا,1.0000
common_voice_ar_25074717.mp3,اذا اشتد ما القاه هون علتي,اذا اج,0.8333
common_voice_ar_25074718.mp3,بعض هذا العتاب والتفنيد,مح,1.0000
common_voice_ar_25074719.mp3,يا قلب ويحك جد منك ذا الكلف,يا,0.8571
common_voice_ar_25074720.mp3,عباس يا خير الملوك عداله,عباسي,1.0000
common_voice_ar_25074721.mp3,الي اي ذكر غير ذكرك ارتاح,الي اي ذكر,0.5000
common_voice_ar_25074722.mp3,يا طيف من انا عبده من اين لي,يطيف من ا,0.8750
common_voice_ar_25074723.mp3,وعزي اعرابي رجلا عن ابن صغير له فقال,وع,1.0000
common_voice_ar_25074724.mp3,لولا رجاءي ثانيا للقاءه,لو ل,1.0000
common_voice_ar_25074726.mp3,ارايت بي من حادث اشفاقا,اراي,1.0000
common_voice_ar_25074727.mp3,بين المدام وبين الماء شحناء,بين المدامي,0.8000
common_voice_ar_25074728.mp3,في طريق يحفه الزهر النضر,في طريقه,0.8000
common_voice_ar_25074729.mp3,بغي الذلان غايتنا واني,بغض اللاني,1.0000
common_voice_ar_25074730.mp3,عام سعيد قد اتاك مجددا,عا,1.0000
common_voice_ar_25074731.mp3,اجرا ميخاءيل خورينا الذي,اجرامي,1.0000
common_voice_ar_25074734.mp3,لقد سخر مني,لقد صخر مني,0.3333
common_voice_ar_25074735.mp3,اشواق حب الله ما اخمدت,اشوق,1.0000
common_voice_ar_25074737.mp3,حملنا علي جرد البغال رءوسهم,حملنا علي جرض,0.6000
common_voice_ar_25074738.mp3,الفتنه الكبري تطل قرونها,الفتنت,1.0000
common_voice_ar_25074740.mp3,كلفي بساق كل وعد منه لي,كلف ب,1.0000
common_voice_ar_25074742.mp3,الا ناشدا ذاك الجناب الممنعا,الا ناشدا,0.6000
common_voice_ar_25074743.mp3,يا من يقصر خطوه الاعياء,ي,1.0000
common_voice_ar_25074744.mp3,وندمان اخي ثقه,وندمان وا,0.6667
common_voice_ar_25074745.mp3,يا حب عبده قد رجعت جديدا,ياح,1.0000
common_voice_ar_25074746.mp3,عرضن للذي تحب بحب,غرض الذي,1.0000
common_voice_ar_25074752.mp3,قد طال بسطك امالي وقد ملات,قطل بص,1.0000
common_voice_ar_25074753.mp3,لا اسرق الشعر وغيري قاله,لا اس,0.8000
common_voice_ar_25074754.mp3,توم فقير ولكنه سعيد,تم فطير و,1.0000
common_voice_ar_25074755.mp3,كنت فيما مضي مباحا فاصبح,كنت في م,0.8000
common_voice_ar_25074756.mp3,عطف الحبيب وشمت بارقه الرضا,عطف,0.8000
common_voice_ar_25074757.mp3,قلت صلني فاني لك باق,قلت,0.8000
common_voice_ar_25074758.mp3,يا طيب نشر هب لي من ارضكم,ي,1.0000
common_voice_ar_25074759.mp3,وما اسم له شطر صحيح منطق,وما اسمله,0.8333
common_voice_ar_25074760.mp3,قم الي اللذات واغنم صفوها,قم الي اللذات وا,0.4000
common_voice_ar_25074761.mp3,ماذا يخبر ضيف بيتك اهله,ما,1.0000
common_voice_ar_25074762.mp3,ركبتي تخدم المهذب في العلم,ركب,1.0000
common_voice_ar_25074764.mp3,تجولنا حول البركه,تجونا حو,1.0000
common_voice_ar_25074765.mp3,حاول فاضل مجددا,حاولف,1.0000
common_voice_ar_25074766.mp3,لقد تزوجنا,لقد زوجنا,0.5000
common_voice_ar_25074800.mp3,اعترف سامي بارتكابه كلا الجريمتين,اعترف الس,0.8000
common_voice_ar_25074802.mp3,فرايتها عصلا موقحه,فراء,1.0000
common_voice_ar_25074803.mp3,ابا حسن قد قلت لو كان فعال,ابي,1.0000
common_voice_ar_25074804.mp3,رواغي رواغ الخاءف القلب لا السالي,واغيروا,1.0000
common_voice_ar_25074805.mp3,قدمت قدوم البرء بعد سقام,قدم ت,1.0000
common_voice_ar_25074806.mp3,ان ابا حفص له,ان ابي,0.7500
common_voice_ar_25074807.mp3,قولا لطوط ابي علي,قولا ل,0.7500
common_voice_ar_25074808.mp3,مسقم عن سقم جفن,مسق من,1.0000
common_voice_ar_25074809.mp3,حققت فكره من يرجوك من قدم,حققت فكر,0.8333
common_voice_ar_25074810.mp3,استجوبت الشرطه العديد من اصدقاء فاضل,استجوبه الشور,1.0000
common_voice_ar_25074811.mp3,قد صرت منا واحدا يا جعفر,قص,1.0000
common_voice_ar_25074812.mp3,يا اخا الحارث بن كعب بن عمر,يا اخي,0.8571
common_voice_ar_25074814.mp3,يا سقي الله ليلتي ليله السب,يا سق الله لي,0.6667
common_voice_ar_25074819.mp3,ما لهم انكروا سوادا بخديه,مال,1.0000
common_voice_ar_25074820.mp3,وظلماء ما في سدها من خصاصه,وظ,1.0000
common_voice_ar_25074821.mp3,يجب ان تكذب,يجيبوا,1.0000
common_voice_ar_25074822.mp3,يا عبد ضاق بحبكم جلدي,ي,1.0000
common_voice_ar_25074825.mp3,اتصاب الي ذوي اسعاده,اتصاب ا,0.7500
common_voice_ar_25074826.mp3,لم لا اصر علي البطاله والهوي,لماذا,1.0000
common_voice_ar_25074827.mp3,كاد الرشاء الذي ادلي اليك به,كاد الر,0.8333
common_voice_ar_25074828.mp3,افدي مهاه كم قطعت بوصلها,افض,1.0000
common_voice_ar_25074829.mp3,يا ابا الطيب الذي طاب عيشي,يا ابا,0.6667
common_voice_ar_19171910.mp3,من يبحث يجد,من يب,0.6667
common_voice_ar_19171911.mp3,لا بد انه بلد راءع الجمال,لا بد,0.6667
common_voice_ar_19171912.mp3,اريد الذهاب الي امريكا يوما من الايام,اريد الذ,0.8571
common_voice_ar_19171953.mp3,ايمكنك فتح النافذه,اي م ي,1.0000
common_voice_ar_19171955.mp3,ذلك سيهيج الجرح,ذلك سيهير,0.6667
common_voice_ar_19171963.mp3,لم يكن الجو حارا ليله الامس,لم يكون,0.8333
common_voice_ar_19171965.mp3,ماذا فعلت هذا الصباح,مال,1.0000
common_voice_ar_19171978.mp3,احفظ المال في مكان امن,ا,1.0000
common_voice_ar_19171979.mp3,ماذا اشتريت,وانه,1.0000
common_voice_ar_19171980.mp3,ماذا قالت,ماذا قال,0.5000
common_voice_ar_19171981.mp3,هل تمتلك كمبيوتر,هل تمت,0.6667
common_voice_ar_19171982.mp3,كان زوجي الاخير غبيا بالفعل,ك,1.0000
common_voice_ar_19171988.mp3,عاده ما يبتسم درايمن,عد,1.0000
common_voice_ar_19171989.mp3,نحن لا نعرف عنه شيءا,نحن لا يع,0.6000
common_voice_ar_19171991.mp3,هل سياتي غدا,هل سيات,0.6667
common_voice_ar_19171992.mp3,مالذي يحزنك,ما الذي يع,1.5000
common_voice_ar_19172001.mp3,من الافضل الا تذهب الي هناك,من الافضل ان,0.6667
common_voice_ar_19172005.mp3,من فضلك اصلح السياره,من فض,0.7500
common_voice_ar_19172006.mp3,لا بد ان الولد كسر النافذه,لا ب,0.8333
common_voice_ar_19172007.mp3,خذلتني,خف,1.0000
common_voice_ar_19172020.mp3,تعال و ساعدني,تعال و,0.3333
common_voice_ar_19172022.mp3,تلك سيارات معلمينا,تلك الس,0.6667
common_voice_ar_19172039.mp3,جربها مره بعد اخري,جربها بعد,0.5000
common_voice_ar_19172040.mp3,كم غرفه في بيتك,كمور ف,1.0000
common_voice_ar_19172041.mp3,مغني الراب يخلق موسيقي الراب,مهن الراب يق,0.8000
common_voice_ar_19172042.mp3,اكره القهوه,اكره القاه,0.5000
common_voice_ar_19172053.mp3,في البدايه وجد صعوبه في الاعتياد علي العيش في بيته الجديد,في البد,0.9091
common_voice_ar_19172054.mp3,ليس من الادب ان تتكلم و فمك ممتلء,ليست,1.0000
common_voice_ar_19172055.mp3,سالتني ان كنت بخير,سالا,1.0000
common_voice_ar_19172057.mp3,حتي الان كل شيء علي ما يرام,حتي كل شيء ي,0.5714
common_voice_ar_19172073.mp3,اهذا قلمك,هل هذا الق,1.5000
common_voice_ar_19172074.mp3,لا يفهمني احد,لا يفهمني ا,0.3333
common_voice_ar_19172076.mp3,ذلك سءال صعب الاجابه عليه,ذلك الس,0.8000
common_voice_ar_19172092.mp3,اتعرف السيد براون,اتع,1.0000
common_voice_ar_19172101.mp3,الطيور علي اشكالها تقع,الطيور علي اشكل,0.5000
common_voice_ar_19172108.mp3,هلا حملته لي,هل ح,1.0000
common_voice_ar_19172109.mp3,من الافضل ان تعيد كتابه هذه الجمله,من ر,0.8571
common_voice_ar_19172111.mp3,انا جوعان جدا,انا جوعار,0.6667
common_voice_ar_19172112.mp3,اتعلم ما هي,اتعلم ما,0.3333
common_voice_ar_19172124.mp3,ستضيع,ستو,1.0000
common_voice_ar_19172125.mp3,ما الذي جعله يغير رايه,من الذي ي,0.8000
common_voice_ar_19172126.mp3,احب هذا الاعلان التلفزيوني,وحب هذا الا,0.7500
common_voice_ar_19172138.mp3,اضحك يضحك العالم معك وابك تبك وحدك,اطحك ا,1.0000
common_voice_ar_19172139.mp3,لا اظن انه قادم,لا ا,0.7500
common_voice_ar_19172140.mp3,ان البعوضه تدمي مقله الاسد,ان البعودث,0.8000
common_voice_ar_19172193.mp3,احتاج مساعدتك,احتاج وس,0.5000
common_voice_ar_19172194.mp3,الفءران حيوانات خجوله,الفءران حيول,0.6667
common_voice_ar_19172195.mp3,ما ان سمعت الجرس حتي ردت علي الهاتف,ما انسم,0.8750
common_voice_ar_19172197.mp3,ها هو كلبك,ها هو كل,0.3333
common_voice_ar_19172203.mp3,اصبت عصفورين بحجر واحد,اصبتوا الص,1.0000
common_voice_ar_19172204.mp3,انهالت بالبكاء,انهاره,1.0000
common_voice_ar_19172205.mp3,ايمكنني مساعدتك,هناك كيروني و,1.5000
common_voice_ar_19172207.mp3,عندي سيارتان,ها ين,1.0000
common_voice_ar_19172223.mp3,لا فاءده من المحاوله معك حقا,لا فا,0.8333
common_voice_ar_19172225.mp3,هذه السياره تحتاج لاصلاح,هذه الص,0.7500
common_voice_ar_19172226.mp3,نحن لا نعرفه,نحن ل,0.6667
common_voice_ar_19172227.mp3,هل تلك صوره لي,هلت,1.0000
common_voice_ar_19172233.mp3,اعدت الحقيبه الي كن,اعجب,1.0000
common_voice_ar_19172234.mp3,اخبرني كيف احل هذه المساله,ا,1.0000
common_voice_ar_19172235.mp3,ذاكر كل يوم لمده ساعه ونصف,ذاك,1.0000
common_voice_ar_19172236.mp3,شكرا عفوا,شكر,1.0000
common_voice_ar_19172237.mp3,يتبعني كلبي اين ما ذهبت,يتبعون,1.0000
common_voice_ar_24031482.mp3,تسلل السارق الي الدار مع حلول الظلام,تصل,1.0000
common_voice_ar_24031483.mp3,لا وقت للشرح,لا وقت الش,0.3333
common_voice_ar_24031485.mp3,تشعر بالسوء,تشعروا ب,1.0000
common_voice_ar_24031486.mp3,كان معني خاءبا,كان مع,0.6667
common_voice_ar_24031531.mp3,لقد تحسنت,سنه,1.0000
common_voice_ar_24031533.mp3,قالوا يا نوح قد جادلتنا فاكثرت جدالنا فاتنا بما تعدنا ان كنت من الصادقين,قال,1.0000
common_voice_ar_24031535.mp3,لديهم لحم,يديهم لحم,0.5000
common_voice_ar_24031536.mp3,ام يقولون تقوله بل لا يءمنون,ه,1.0000
common_voice_ar_24031628.mp3,اخر مره شاهدته كان يرتدي قميصا ازرقا وبنطالا ابيضا,اخير و,1.0000
common_voice_ar_24031632.mp3,عاده ما يستلقي علي السرير و يقرا,اد,1.0000
common_voice_ar_24031633.mp3,الله الذي سخر لكم البحر لتجري الفلك فيه بامره ولتبتغوا من فضله ولعلكم تشكرون,الله,0.9286
common_voice_ar_24031657.mp3,قال تالله ان كدت لتردين,قالت الله ان,0.8000
common_voice_ar_24031658.mp3,وناديناه من جانب الطور الايمن وقربناه نجيا,وناد,1.0000
common_voice_ar_24031661.mp3,وخلقت المراه من الرجل فهمها في الرجل,وخليقه,1.0000
common_voice_ar_24031662.mp3,وقله الرشد فيه,وقل,1.0000
common_voice_ar_24031684.mp3,اثناء اللامتحان بطني اصدرت اصواتا شعرت بالاحراج,اسن,1.0000
common_voice_ar_24031686.mp3,انت لماذا تسالني كل هذه الاسءله,انت ل,0.8333
common_voice_ar_24031692.mp3,هل استطيع ان احضر احدا معي,هل اس,0.8333
common_voice_ar_24031694.mp3,من يهد الله فهو المهتدي ومن يضلل فاولءك هم الخاسرون,من يعد,0.9000
common_voice_ar_24031733.mp3,سلمت علي التلميذ الاسبق,سلامتو,1.0000
common_voice_ar_24031736.mp3,كان رومولوس و ريموس اخوه,كان,0.8000
common_voice_ar_24031737.mp3,كتاب انزلناه اليك مبارك ليدبروا اياته وليتذكر اولو الالباب,كتاب ان,0.8889
common_voice_ar_24031739.mp3,وذكر فان الذكري تنفع المءمنين,وذك,1.0000
common_voice_ar_24031749.mp3,وكاسا دهاقا,وكاسا,0.5000
common_voice_ar_24031750.mp3,احب ان اتصدق ببعض المال كل عام,ا,1.0000
common_voice_ar_24031751.mp3,وانك لتلقي القران من لدن حكيم عليم,و ان,1.0000
common_voice_ar_24031753.mp3,الكره الان في ملعبك,الكره الا,0.7500
common_voice_ar_24031754.mp3,وقال حاتم الطاءي,وقال ه,0.6667
common_voice_ar_24031788.mp3,واذا ناديتم الي الصلاه اتخذوها هزوا ولعبا ذلك بانهم قوم لا يعقلون,واذ,1.0000
common_voice_ar_24031789.mp3,انا هنا منذ اسبوع,انا هنا م,0.5000
common_voice_ar_24031790.mp3,ولو جعلناه ملكا لجعلناه رجلا وللبسنا عليهم ما يلبسون,و,1.0000
common_voice_ar_24031792.mp3,وانه لتذكره للمتقين,وانه لا,0.6667
common_voice_ar_24031825.mp3,لقد قسمنا الفاتوره,لقد قص,0.6667
common_voice_ar_24031827.mp3,ما يفعل الله بعذابكم ان شكرتم وامنتم وكان الله شاكرا عليما,م,1.0000
common_voice_ar_24031847.mp3,السر امانه,اسير امان,1.0000
common_voice_ar_24031851.mp3,يقول اانك لمن المصدقين,يقول اين كل,0.7500
common_voice_ar_24031852.mp3,ايه ثانويه تدرس فيها,اي تثن,1.0000
common_voice_ar_24031853.mp3,احتوي المعرض علي لوحات فنيه مدهشه الي ابعد الحدود,احتوال,1.0000
common_voice_ar_24031854.mp3,لاكلون من شجر من زقوم,لاا,1.0000
common_voice_ar_24031879.mp3,فسيحوا في الارض اربعه اشهر واعلموا انكم غير معجزي الله وان الله مخزي الكافرين,فسيح في,0.9286
common_voice_ar_24031881.mp3,ولا بقول كاهن قليلا ما تذكرون,ولا بقول,0.6667
common_voice_ar_24031884.mp3,بعزيمتي بارادتي,بعزيمتي با,0.5000
common_voice_ar_24031887.mp3,قالوا سنراود عنه اباه وانا لفاعلون,قالوا,0.8333
common_voice_ar_24031889.mp3,انكم لذاءقو العذاب الاليم,انكم لذا,0.7500
common_voice_ar_24031936.mp3,ولقد كانوا عاهدوا الله من قبل لا يولون الادبار وكان عهد الله مسءولا,ولقد كان ع,0.9231
common_voice_ar_24031937.mp3,انتظرنا ابنتنا حتي استعادت صوابها,ان,1.0000
common_voice_ar_24031939.mp3,التقيتها صدفه في القطار اول امس,انسقيتها ش,1.0000
common_voice_ar_24031940.mp3,ان الكتاب سهل,ان الكتابه,0.6667
common_voice_ar_24031959.mp3,في ارض العميان الاعور هو الملك,في ا,0.8333
common_voice_ar_24031962.mp3,هل انت مجنون,هل ان,0.6667
common_voice_ar_24031963.mp3,طوله ثلاثون مترا,طولهوث,1.0000
common_voice_ar_24031964.mp3,ذاك كتابك,داك كي,1.0000
common_voice_ar_24031983.mp3,لديهم حس الفكاهه,تديهم حس وال,0.6667
common_voice_ar_24031985.mp3,كلا بل تكذبون بالدين,كلا ل,0.7500
common_voice_ar_24031988.mp3,فشاربون عليه من الحميم,ف,1.0000
common_voice_ar_24031994.mp3,افلا يتوبون الي الله ويستغفرونه والله غفور رحيم,ه,1.0000
common_voice_ar_24031996.mp3,فهو لا صديق يرجي ولا عدو يخشي,فهو ل,0.8571
common_voice_ar_24032011.mp3,ما هو حجم الكون,م,1.0000
common_voice_ar_24032013.mp3,من صرخ,من صرح,0.5000
common_voice_ar_24032018.mp3,ماذا للغداء,ماذا ل,0.5000
common_voice_ar_24032022.mp3,وما ذلك علي الله بعزيز,وما ذال,0.8000
common_voice_ar_24032038.mp3,ام حسب الذين يعملون السيءات ان يسبقونا ساء ما يحكمون,ام حس,0.9000
common_voice_ar_24032039.mp3,عندما كنت في المدرسه الثانويه كنت اعرف الكثير من النكات,عندما كنت الم,0.8000
common_voice_ar_24032040.mp3,هل تناولت فطور الصباح,هل تنا,0.7500
common_voice_ar_24032041.mp3,وقال لفتيانه اجعلوا بضاعتهم في رحالهم لعلهم يعرفونها اذا انقلبوا الي اهلهم لعلهم يرجعون,قول ق,1.0000
common_voice_ar_24032042.mp3,ولا اظهار كلمه الحق,ولا يظهر الك,0.7500
common_voice_ar_24032052.mp3,ان الذين امنوا وعملوا الصالحات لهم جنات تجري من تحتها الانهار ذلك الفوز الكبير,ان الذين ا,0.8571
common_voice_ar_24032054.mp3,فان لم تكونوا علماء صالحين فجالسوا العلماء واسمعوا علما يدلكم علي الهدي,فان لم تكون ع,0.8333
common_voice_ar_24032056.mp3,ابي يمشي,ابي يم ش,1.0000
common_voice_ar_24032058.mp3,البيت صغير,البايت الص,1.0000
common_voice_ar_24032059.mp3,فاوجس في نفسه خيفه موسي,فاود,1.0000
common_voice_ar_24032069.mp3,لقد واجهت الكثير من الصعوبات,وقد و,1.0000
common_voice_ar_24032071.mp3,فاوجس منهم خيفه قالوا لا تخف وبشروه بغلام عليم,فاوجث,1.0000
common_voice_ar_24032072.mp3,كان سعيدا جدا,كان سعيد ج,0.6667
common_voice_ar_24032074.mp3,لن ارد علي الاسءله,لن ارود,0.7500
common_voice_ar_24032076.mp3,ينتقي الشعراء اطيب الكلام,ينزل,1.0000
common_voice_ar_24032104.mp3,متاعا لكم ولانعامكم,متي,1.0000
common_voice_ar_24032107.mp3,ووهبنا له اهله ومثلهم معهم رحمه منا وذكري لاولي الالباب,ووهبن,1.0000
common_voice_ar_24032108.mp3,خير لي ان اعيش بالفقر باطمءنان من ان اعيش الرفاهيه مع الخوف,خير لي ان,0.7500
common_voice_ar_24032113.mp3,ان النساء رياحين خلقن لكم وكلكم يشتهي شم الرياحين فقال رضي الله عنه,ان النساء ري,0.8462
common_voice_ar_24032128.mp3,الفرق في الاستخدام بين الكلمتين واضح,الفرق في ا,0.6667
common_voice_ar_24032130.mp3,يعلمون ظاهرا من الحياه الدنيا وهم عن الاخره هم غافلون,يلمون ض,1.0000
common_voice_ar_24032132.mp3,كالمهل يغلي في البطون,كلمه,1.0000
common_voice_ar_24032133.mp3,لك يا مصر السلامه وسلاما يا بلادي,لك يا مس,0.7143
common_voice_ar_24032145.mp3,سامي هو التالي,سلام علي,1.0000
common_voice_ar_24032146.mp3,وما اصابكم من مصيبه فبما كسبت ايديكم ويعفو عن كثير,وما اصاب,0.9000
common_voice_ar_24032148.mp3,ثمه امر اخر,تمت امر ال,0.6667
common_voice_ar_24032152.mp3,وزرابي مبثوثه,وزراب,1.0000
common_voice_ar_25189971.mp3,بعد ان فارقت ليلي مرغما,بعد ان ف,0.6000
common_voice_ar_25189972.mp3,قل للوزير وماعدا سلطانه,كل الوزيري,1.0000
common_voice_ar_25189973.mp3,الغيم يبسط في السماء ويفرش,الغي,1.0000
common_voice_ar_25189974.mp3,الي الله نرفع امرا الم,الي الله نر,0.6000
common_voice_ar_25189975.mp3,وقبيله جهلاءها عقلاءها,مقب,1.0000
common_voice_ar_25189986.mp3,احب هذا المتجر,احب هذا المد,0.3333
common_voice_ar_25189987.mp3,ابا العباس قد ذكت الجمار,ابلع,1.0000
common_voice_ar_25189988.mp3,كان هناك زوجان من الاحذيه فوق الارض,هناك,0.8571
common_voice_ar_25189989.mp3,هو متشوق للذهاب معك,هو متشوف ك,0.7500
common_voice_ar_25189990.mp3,اصطبح كاس شراب,استب,1.0000
common_voice_ar_25189998.mp3,يا ذا الذي كنيته كنيتي,اذ الذي كنت هو,0.8000
common_voice_ar_25190000.mp3,لدي صديق يعمل عند وكاله الفضاء الامريكيه,لدي صديكم,0.8571
common_voice_ar_25190001.mp3,لا ترقبوا مني الدموع رخيصه,لا ترك,0.8000
common_voice_ar_25190002.mp3,وكنت اري اني الصبور علي النوي,و ك,1.0000
common_voice_ar_25190009.mp3,طبعا هنالك سبب لقدومنا,طبعا,0.7500
common_voice_ar_25190010.mp3,ارسل سامي ماءتي رساله لليلي,قرص,1.0000
common_voice_ar_25190011.mp3,كانت لفاضل صديقه مسلمه,كانت لفاضل ص,0.5000
common_voice_ar_25190012.mp3,كانت الزنزانه مليءه بالرجال,كانت ز,0.7500
common_voice_ar_25190013.mp3,هذي مناقبه في عهد دولته,هذه المناطق وه,1.0000
common_voice_ar_25190081.mp3,كان فاضل خاطبا لمراه اخري,ك,1.0000
common_voice_ar_25190082.mp3,لا زال سامي يشتاق لليلي,لا زال سهم,0.6000
common_voice_ar_25190083.mp3,رايت الجحش جحش بني كليب,راي,1.0000
common_voice_ar_25190084.mp3,سحب سامي ليلي علي الطريق,سحب س,0.8000
common_voice_ar_25190085.mp3,يمنع القانون الاطفال من التدخين,يمنعوا,1.0000
common_voice_ar_25190086.mp3,هذا يبدو مقرفا بالنسبه لي,هذه,1.0000
common_voice_ar_25190087.mp3,ارسل فاضل رساءلا لليلي,ارسل فاض,0.7500
common_voice_ar_25190088.mp3,بخلت وليس البخل مني سجيه,اخلت ول,1.0000
common_voice_ar_25190089.mp3,رايت ذنوب العالمين قبيحه,رايتوا,1.0000
common_voice_ar_25190090.mp3,التقي بصديقه عندما كان يسبح في الشاطء,التقابي صد,1.0000
common_voice_ar_25190099.mp3,هل اخبرك انه سيطرد فاضل,هل اخب,0.8000
common_voice_ar_25190102.mp3,متشبث بعلاءقي متخلص,متشب ثم دعو,1.0000
common_voice_ar_25190103.mp3,ليس الكريم الذي يعطي عطيته,ليس ال,0.8000
common_voice_ar_25190118.mp3,زعموني نسيت والهجر ينسي,زعموني نسيت والح,0.5000
common_voice_ar_25190119.mp3,نور هذا الوجود بالايمان,نور هذا الو,0.5000
common_voice_ar_25190121.mp3,نحن نحترم بعضنا البعض,نحت,1.0000
common_voice_ar_25190122.mp3,اانت من نظم الحفله,هل انت من مبوم,1.0000
common_voice_ar_25190132.mp3,انها مع جمال,انها مع ج,0.3333
common_voice_ar_25190133.mp3,يوجد في منزل فاضل بستان خلفي,يوجد في منزلي,0.6667
common_voice_ar_25190134.mp3,ما القلب في اثرهم بمختطف,مل,1.0000
common_voice_ar_25190135.mp3,بالجانب الشرقي شمس اشرقت,بالجاني,1.0000
common_voice_ar_25190136.mp3,من يعلم ما قد يحصل مستقبلا,من يعلم ماقد,0.6667
common_voice_ar_25190147.mp3,يا دار ان بخلت علي,يدورا ان,0.8000
common_voice_ar_25190149.mp3,نحن هنا لان لنا الحق ان نكون مشمولين في اتخاذ هذه القرارات,نحن هنا,0.8333
common_voice_ar_25190151.mp3,يا خليلي بالروح افدي حبيبا,يا خليلي ب,0.6000
common_voice_ar_25190153.mp3,هذه قصه عن توم,هذه ك,0.7500
common_voice_ar_25190156.mp3,فتي ان اجد في مدحه فلانني,فتن ا,1.0000
common_voice_ar_25190167.mp3,ان خيرا من ان تري في ان قد,ان خ,0.8750
common_voice_ar_25190168.mp3,اقول لمن طال شكواهم,هل ي,1.0000
common_voice_ar_25190169.mp3,وكان النجوم في غسق الليل,و ك,1.0000
common_voice_ar_25190170.mp3,يا سيدا يهب الاقدار مقتدرا,يا سيدا,0.6000
common_voice_ar_25190171.mp3,نظرت بكاس ليس يصحو شاربه,نظر,1.0000
common_voice_ar_25190177.mp3,ربنا الله ذلك المتعالي,ربو,1.0000
common_voice_ar_25190178.mp3,لم يكن دوما هكذا,لم يكن دوم,0.5000
common_voice_ar_25190179.mp3,ما كنت الف منزلي الا به,ما كنت ا,0.6667
common_voice_ar_25190180.mp3,في الصدر من عهد الحبيب علاءق,في الصض,0.8333
common_voice_ar_25190182.mp3,فهو الاحق بمراعاه الادب وكسبه يسمو به اعلي الرتب,فهو ال,0.8889
common_voice_ar_25190183.mp3,افنيت عمرك والذنوب تزيد,اث,1.0000
